Dataset di provenienza;tipo_metafora;testo;etichetta;argomento;veicolo;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;corona di carta;0;corona;carta;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;inferno di Dante;0;inferno;Dante;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;mare di Francia;0;mare;Francia;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;cuore di vitello;0;cuore;vitello;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;cuore di Alessio;0;cuore;Alessio;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;pensieri di speranza;0;pensieri;speranza;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;pensieri di suicidio;0;pensieri;suicidio;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;cuore di tessuto muscolare;0;cuore;tessuto muscolare;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;manto di lana;0;manto;lana;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;fantasmi di antenati;0;fantasmi;antenati;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;impronte di cervo;0;impronte;cervo;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;pioggia di acqua;0;pioggia;acqua;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;sigillo di papa;0;sigillo;papa;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;cielo di Irlanda;0;cielo;Irlanda;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;petto di anatra;0;petto;anatra;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;baci di amore;0;baci;amore;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;indigestione di dolcetti;0;indigestione;dolcetti;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;ribellioni di adolescenti;0;ribellioni;adolescenti;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;fuoco di ramoscelli;0;fuoco;ramoscelli;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;onda di acqua;0;onda;acqua;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;bocche di bambini;0;bocche;bambini;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;fiume di acqua;0;fiume;acqua;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;gomitolo di lana;0;gomitolo;lana;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;luce di neon;0;luce;neon;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;paradiso di Dio;0;paradiso;Dio;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;palpebra di carne;0;palpebra;carne;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;vertigine di Alberto;0;vertigine;Alberto;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;turbine di aria;0;turbine;aria;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;turbine di metallo;0;turbine;metallo;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;vento di aria;0;vento;aria;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;deserto di ghiaccio;0;deserto;ghiaccio;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;torrenti di acqua;0;torrenti;acqua;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;atmosfera di ossigeno;0;atmosfera;ossigeno;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;respiro di aria;0;respiro;aria;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;sospiro di rassegnazione;0;sospiro;rassegnazione;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;silenzio di attesa;0;silenzio;attesa;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;aghi di pino;0;aghi;pino;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;tappeto di lana;0;tappeto;lana;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;viso di Anna;0;viso;Anna;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;lettera di raccomandazione;0;lettera;raccomandazione;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;raggio di sole;0;raggio;sole;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;membra di uomo;0;membra;uomo;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;raggio di luce;0;raggio;luce;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;squilli di tromba;0;squilli;tromba;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;cielo di primavera;0;cielo;primavera;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;deserto di neve;0;deserto;neve;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;bottone di avorio;0;bottone;avorio;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;amore di Pietro;0;amore;Pietro;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;idee di progresso;0;idee;progresso;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;nembo di vapore;0;nembo;vapore;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;febbre di malati;0;febbre;malati;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;indigestione di pasta;0;indigestione;pasta;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;lingue di bue;0;lingue;bue;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;sguardo di condiscendenza;0;sguardo;condiscendenza;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;trono di re;0;trono;re;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;trono di regina;0;trono;regina;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;trono di Elisabetta;0;trono;Elisabetta;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;esplosione di dinamite;0;esplosione;dinamite;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;esplosione di ordigni;0;esplosione;ordigni;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;esplosione di automobili;0;esplosione;automobili;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;sospiro di stanchezza;0;sospiro;stanchezza;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;labbra di amanti;0;labbra;amanti;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;sogno di fuga;0;sogno;fuga;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;ombra di Dario;0;ombra;Dario;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;mani di anziani;0;mani;anziani;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;mani di anziano;0;mani;anziano;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;mani di Francesco;0;mani;Francesco;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;anime di purgatorio;0;anime;purgatorio;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;anime di dannati;0;anime;dannati;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;anime di fantasmi;0;anime;fantasmi;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;briciole di pane;0;briciole;pane;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;fiori di campo;0;fiori;campo;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;fiori di pesco;0;fiori;pesco;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;polmoni di bovino;0;polmoni;bovino;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;bobina di rame;0;bobina;rame;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;castelli di sabbia;0;castelli;sabbia;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;vulcano di Honolulu;0;vulcano;Honolulu;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;ombrelli di carta di riso;0;ombrelli;carta di riso;;;;;;;;;;
Dataset_Marchesetti_GenitiveConcrete;Genitive;globi di vetro;0;globi;vetro;;;;;;;;;;
